Date,Open,High,Low,Close,Volume,OpenInt
2017-07-03,88.487,89.493,88.268,88.268,1011699,0
2017-07-05,88.448,88.577,87.91,88.448,1045131,0
2017-07-06,88.567,88.916,88.169,88.358,1456506,0
2017-07-07,88.438,88.921,88.179,88.826,1089276,0
2017-07-10,88.467,88.816,88.467,88.487,1451003,0
2017-07-11,88.358,88.517,87.382,87.581,1967272,0
2017-07-12,87.651,88.029,87.551,87.84,976273,0
2017-07-13,87.701,88.557,87.576,88.238,1277119,0
2017-07-14,87.91,88.965,87.561,88.687,1080045,0
2017-07-17,88.378,88.467,87.945,88.129,1445824,0
2017-07-18,87.631,88.696,87.631,88.517,2200105,0
2017-07-19,88.687,88.886,88.357,88.886,1213716,0
2017-07-20,88.647,89.194,88.109,88.856,1318048,0
2017-07-21,88.637,88.95,88.218,88.796,1905343,0
2017-07-24,88.716,89.538,88.652,89.404,1227590,0
2017-07-25,89.902,90.26,89.533,89.842,1263532,0
2017-07-26,89.832,89.921,88.876,89.035,1409622,0
2017-07-27,89.005,89.478,88.687,89.314,2054132,0
2017-07-28,89.433,90.2,89.155,90.131,1263586,0
2017-07-31,90.21,90.878,90.2,90.629,1233844,0
2017-08-01,90.798,91.057,90.429,90.629,2831625,0
2017-08-02,92.76,93.925,92.162,93.776,3405724,0
2017-08-03,93.517,93.616,92.71,93.547,2062258,0
2017-08-04,93.706,94.104,93.586,93.835,1492445,0
2017-08-07,93.835,94.204,93.706,93.855,1674039,0
2017-08-08,93.596,93.945,93.457,93.825,1615735,0
2017-08-09,93.726,94.313,93.576,94.313,1555008,0
2017-08-10,93.825,94.304,93.756,93.776,1465053,0
2017-08-11,93.706,94.062,93.527,93.567,1115925,0
2017-08-14,94.393,94.443,93.975,94.035,1171344,0
2017-08-15,94.403,94.423,93.726,93.995,1464417,0
2017-08-16,94.274,94.861,93.915,93.995,2070705,0
2017-08-17,94.005,94.114,92.79,92.949,1971810,0
2017-08-18,92.73,92.954,92.172,92.541,2605976,0
2017-08-21,92.581,92.581,91.903,92.342,2105982,0
2017-08-22,92.73,93.437,92.551,93.387,1660209,0
2017-08-23,92.999,93.467,92.78,92.8,1668508,0
2017-08-24,92.909,93.108,91.027,91.166,3174234,0
2017-08-25,91.435,91.903,91.087,91.644,2593505,0
2017-08-28,90.001,90.609,89.443,90.28,3116691,0
2017-08-29,90,91.1,89.91,90.82,1826476,0
2017-08-30,90.83,91.14,90,90.07,2437321,0
2017-08-31,90.27,90.63,90.04,90.5,2850286,0
2017-09-01,90.57,91.12,89.65,89.78,2514644,0
2017-09-05,89,89.03,86.34,86.49,4633822,0
2017-09-06,86.73,88.316,86.63,87.5,4743356,0
2017-09-07,87.06,87.25,85.59,86.45,3146810,0
2017-09-08,86.15,90.41,86.15,89.61,4305343,0
2017-09-11,91.44,93.54,90.72,91.23,3580975,0
2017-09-12,91.16,91.985,90.64,91.87,2421718,0
2017-09-13,91.31,91.47,90.43,90.94,2006635,0
2017-09-14,90.79,90.87,90.15,90.5,1976083,0
2017-09-15,90.47,91.4,90.45,90.88,2884689,0
2017-09-18,91.06,91.24,90.335,90.48,1913990,0
2017-09-19,90.55,91.91,90.45,91.14,2472678,0
2017-09-20,90.88,91.41,90.42,91.38,1687648,0
2017-09-21,91.4,92.32,90.54,90.67,1373131,0
2017-09-22,90.44,90.86,90.12,90.53,1155245,0
2017-09-25,90.28,91.21,90.05,91.04,1311717,0
2017-09-26,90.9,91.5456,90.47,90.73,1652646,0
2017-09-27,91.69,91.72,90.7,90.89,1401299,0
2017-09-28,90.84,91.41,90.52,91.29,1123044,0
2017-09-29,91.3,91.97,90.91,91.91,1407730,0
2017-10-02,91.65,92.63,91.41,92.38,1416423,0
2017-10-03,92.21,92.34,91.52,92.1,1554385,0
2017-10-04,92.12,92.93,92.11,92.86,1361149,0
2017-10-05,92.73,93.69,92.66,93.19,1782029,0
2017-10-06,93.32,93.81,93.12,93.29,930648,0
2017-10-09,93.26,93.51,92.86,93.2,620319,0
2017-10-10,93.2,93.67,92.87,93.33,1716122,0
2017-10-11,93.12,93.4,92.8,93.09,1289821,0
2017-10-12,93.27,93.52,92.43,92.54,1313551,0
2017-10-13,92.71,93.06,92.27,92.34,1655545,0
2017-10-16,92.34,92.85,92.11,92.46,1831378,0
2017-10-17,92.46,92.68,91.12,91.41,3171610,0
2017-10-18,91.48,91.55,90.62,91.25,1955289,0
2017-10-19,91.07,92.74,90.73,92.73,3192085,0
2017-10-20,93.45,93.59,92.52,92.97,2142005,0
2017-10-23,92.96,93.1,92.55,92.97,1518450,0
2017-10-24,93.3,93.93,92.99,93.64,1452976,0
2017-10-25,93.73,93.845,92.77,93.28,1392605,0
2017-10-26,93.55,94.23,93.3201,93.96,1254343,0
2017-10-27,93.72,93.96,92.93,93.73,1215084,0
2017-10-30,93.27,94.43,93.27,94.07,1731606,0
2017-10-31,93.94,94.65,93.67,93.86,2507470,0
2017-11-01,94.07,94.54,93.52,94.25,1981028,0
2017-11-02,95.89,98.21,95.4,97.85,3935302,0
2017-11-03,97.62,97.9599,97.07,97.84,3027137,0
2017-11-06,97.81,99.435,97.45,99.09,1632417,0
2017-11-07,99.42,99.76,98.55,99.18,1631537,0
2017-11-08,99.23,99.73,98.97,99.09,1921056,0
2017-11-09,98.74,99.36,98.21,98.95,1768780,0
2017-11-10,98.88,99.28,98.1,99.12,1390199,0
